Date,AAPL,ABT,ACN,ADBE,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DHR,DIS,DUK,EMR,EXC,F,FDX,GD,GE,GILD,GOOG,GOOGL,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KMB,KO,LLY,LMT,LOW,MA,MCD,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,QCOM,SBUX,SLB,SO,SPG,T,TGT,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2010-01-06,-0.016034208042205417,0.00553835177908959,0.010574783258246439,-0.002124319210419524,-0.006499176021249981,0.0003233870540361892,-0.0075433928278442666,-0.018281731831784387,0.016035232203867756,0.029883350018785986,0.01166024353481544,0.0009362276953432674,-0.015154202430292618,-0.03357283030070667,-0.02083243425202461,-0.0003958021045172336,0.030686014368453397,0.003033209396310895,0.0,-0.0022774744510207787,-0.007194598047300734,0.005404954408207389,0.007194179027158059,0.01291646325327731,-0.006530202976139059,-0.008867058778437971,0.0001256957090094399,0.0018629751079698347,-0.005328415317319765,0.003588936953131905,0.008941812502194715,0.006013503389527981,0.03672594735136764,-0.008314679959792091,-0.000866306430130505,-0.005164104318812252,0.03408671187776419,-0.025531961995521293,-0.025531896561375972,-0.010730707360416312,0.02342061310793922,-0.0034685588332236186,0.0,-0.006517196398593007,-0.0033600585848444337,0.00810109001511784,0.005479006945421349,-0.012358280898774174,-0.0003548898060639022,0.00736199035749254,-0.014790086354549177,0.00261452832628865,-0.0014465638992007435,-0.013737418324378253,0.016347022314353244,0.010179603469613108,0.014082186036107409,0.01454022710708127,0.013365698821697464,0.012715132246575554,-0.006155641738640805,0.009813151570086312,0.03453531322053012,-0.006115525228485946,0.006375998962964178,-0.014610684664490878,0.011928859224870995,-0.010053195771413833,-0.0032205353972731576,-0.0047543908777803534,0.0,-0.009825446498171669,-0.007232766528450574,0.022044182152097073,0.014019994155020362,-0.011291050451540482,-0.009871885528012107,0.018904544519692035,-0.0073747171695824594,0.009799660693122552,0.0015071649728135314,-0.00740592390312373,0.010599210114900715,-0.013519600125549763,-0.029175302419172034,0.0014239670339275072,-0.0022376288956149517,0.008605685129437081
2010-01-07,-0.0018501738237722382,0.008250540591543986,-0.0009355403905456224,-0.019595300417258567,-0.019404640367071326,0.005160998479797101,-0.009198840935428278,-0.017159649127417697,0.01608827549208832,0.039684072420217986,0.032416199327579345,-0.008269143501541952,0.04138975936667885,-0.013556733868717719,0.010934111613239659,0.000792379767728396,0.0027435297166730054,0.004030243601250714,0.0,-0.003968215509542523,0.020840288050190198,0.0483117819410192,-0.003969114548347517,-0.004845482793962302,0.004493974607473278,0.03619205847848564,-0.0037743210787756967,0.008211298981979212,0.00031431449222867655,0.004764349332136803,0.0,0.0033023439048934415,0.025186007297469278,-0.010913238516243371,0.002884372323577558,0.050483588336436666,0.002454654896615002,-0.023554717298707357,-0.023554916967175942,0.019379388588622405,0.00246595357754554,0.011744223908822122,0.01910884129580497,-0.0034670363801723625,-0.009661919849215134,-0.007162513981925227,0.019615618430048772,-0.006632581875339346,-0.0024886617058217284,-0.005090787119874756,-0.027831136108351043,0.028315532510528655,-0.006556322840420065,0.0072959739525711945,0.00922223378389491,0.01402685548257628,0.000716993473182008,-0.0014946232095965372,0.0015919524911639095,0.01438018059975143,-0.010454168090839037,-0.002821002030931196,-0.017405105822525718,0.009766838244280736,-0.01979210252513811,-0.003275895036598635,-0.0074537251279010765,-0.0063765326088500865,-0.0037705907678593654,-0.005437675150196709,0.012391976886649935,0.028579114130727352,-0.002565399832973557,0.010266442864440511,-0.004246197890889941,0.012948349751535233,-0.011291261570261895,0.012208685606733645,0.0031112965459025384,0.0376581520026897,-0.008925610056570553,-0.007634793552675193,0.019215730530502077,0.009263309597980718,-0.005970229572090932,0.03564306167520425,0.0005597646876634967,-0.0031467075836907154
2010-01-08,0.006626166364618618,0.0050983070865178596,-0.003985477861000526,-0.005436294125790134,0.02624476613725518,0.004173969251040499,0.008846969216459173,0.026716846611540366,-0.0007143857410208651,-0.009693253395341122,-0.008899804179661646,0.02036121741313636,0.006114385812949542,0.00037000595867016356,0.007014083721435391,-0.016780110996481863,-0.01657479747842227,0.01116536725840605,-0.04380262265839289,-0.01811452454854862,-0.0029508363053157055,-0.008677060272971854,0.008674495196321871,-0.007227599654206823,0.0052855580613671025,0.007084209233619215,0.0017626834650364077,0.013883366696640993,0.0015694595159022947,0.0005941723869079877,0.005690268039263085,-0.0047503304314701995,0.002569501690097674,0.024536875036880543,0.0,0.021310395415914923,-0.007381740595538672,0.013243010126857075,0.013243062225593547,-0.01909292355577527,0.049259188303831525,-0.004819388921146984,0.021841911563949518,0.009984232778765334,0.011102620522235368,0.0034318134746406524,-0.0024588673992132514,-0.006358725376598856,-0.018682028224817716,-0.007684688763924648,0.015998738504673315,-0.0021170187740713565,0.00035437049875723474,-0.0009695201953699128,0.005233029621383719,0.005242566856180495,0.007021261688760727,0.0024899516740656416,-0.0005306765291795775,-0.020562245778540187,0.006873023447378293,-0.00869999967450269,0.017030919273762428,-0.0019764026213150016,0.0021589165668533367,0.012229734023562809,0.010204558580276949,-0.003285343557869365,0.008062194863027342,-0.0013228620914055554,-0.005466386735431854,0.009954275520544698,-0.003430136491789237,0.01626751292260626,-0.0021301766619787684,-0.02423751774135274,-0.007352797593379544,-0.0039863643623849285,0.02265432514150288,-0.009435165370930476,0.0333246037259289,0.04695537080011043,0.001653630200267807,0.0027626683430946714,0.0006299978434917431,-0.009312217797101077,-0.005049648945702251,-0.004020068446320795
2010-01-11,-0.008860728184815047,0.005073786543214116,-0.0009399764620034442,-0.013168902443894044,0.009835548965607828,0.0,0.00439380756832851,-0.02433505937166178,-0.011508462586549962,-0.011921361265840933,0.00889980417966168,-0.0033339593685751045,-0.01742158370699229,0.012410566142593307,0.01615052705745183,0.010420340319632796,0.01108026189741224,0.06091755086344746,0.0,-0.004426332018728012,-0.0065221999616119275,-0.01806130598026292,0.005803179705149672,0.0011802296969651515,-0.0028420507806138006,-0.0020615756272887296,0.01758725154623164,0.011252972196055864,-0.016445585982374347,0.010044387398846425,0.015092520766682632,0.01152728402459537,0.03529739215667008,0.026243828676826293,0.01840676691883373,0.00959174412490887,0.007827152849027198,-0.0015128293810279976,-0.0015125867854154837,-0.015902041618430913,-0.010014672427517704,-0.02870350880376124,0.012504765182457711,-0.010525000389096787,0.005744666781334932,0.00015590425895309096,-0.0033634883924136385,-0.0012762472628116243,0.02010481470357024,0.013621481311659502,0.004749539183346534,-0.008514061401376284,-0.016594594853080107,0.007731887831135084,-0.003921785292249053,0.006514543005828173,-0.004040033678348986,0.007431312564806676,0.003971252655490416,-0.0065330670677869376,-0.01280182615027194,-0.0007602945581178627,-0.0013141662958289517,-0.012401638567771609,-0.014115503459269103,0.00040505460175752035,-0.009119062714767286,-0.0011529521047012308,0.007997821298129554,-0.003978504811365017,0.003647521095004641,-0.0036450707849111984,-0.003011524979211656,0.0,0.013012671302893061,0.0009127303785913632,-0.004808515294630484,0.0021943582850848953,-0.012992210810524905,0.0067054200924114675,-0.006636511952547749,0.043099734934065576,0.004533047959735112,-0.002877363394039836,0.004086408560489035,-0.0020806701643681044,0.016366115508061562,0.011157992977573682
2010-01-12,-0.01144017312823177,-0.002895739968893507,-0.0063687412122247974,-0.015305690337693991,-0.040288098108045824,-0.0009616307786822142,-0.017515276647113203,-0.022977063228986586,0.01317605439629136,-0.007254946396022055,-0.034248203474673534,-0.012132701634858299,0.001721194251531871,-0.022778230790831216,-0.018035539733480835,-0.01082356236309692,-0.030771640786844766,-0.029914214854040538,0.0,-0.005809002418427968,-0.018007571972046266,0.00382949731268954,-0.02150980490223048,-0.0054063649601331564,-0.01598782327851042,-0.010964368056992298,-0.005828055551225735,-0.013988054633043643,-0.017369416422309637,0.00117497052070639,-0.005380219234760148,0.004289015702756738,-0.02001694677776707,-0.007708669189518953,-0.006098497345352482,0.000596698759747267,0.001335975042735171,-0.017842168400451153,-0.017842286810131253,-0.022040725882000282,-0.014611812203256393,-0.006412526230871461,-0.011317430350359682,0.007923410203756339,-0.016362135688824147,0.005280311213016879,-0.023632002272522663,0.006207438399790424,0.010782412196723308,-0.0033882420177452615,-0.00013163213220279953,-0.002568528821566573,-0.0005605340001202685,0.005440759744839956,-0.010753837606122143,0.0002600977884054806,0.0008332527841817202,-0.005444536564357335,-0.007957783819348,-0.02881347220242802,-0.006629172194367032,-0.024635670143847453,-0.01628862089967809,-0.0013873628502939946,-0.03448610864107685,-0.0052790343249719185,-0.034334293931278764,0.013906163801206706,-0.0031914143084350514,0.011396336422640938,-0.005476200212357287,-0.0163634460389931,-0.016945389993282416,-0.01511719342650069,-0.006333947196444232,-0.01988303129206481,-0.0003710909090565088,-0.016881599065324767,-0.04282754238981225,-0.0267834218554903,-0.0029630940521075083,-0.006707913178832382,-0.00041128228164336576,-0.004737545498722929,0.0009404410998409207,-0.025318244971417235,0.009547025107747074,-0.004991666532434536
2010-01-13,0.0140069784660899,0.009449393588964062,0.01129419553522877,0.01723698344418261,0.020863007150054312,0.008940193048963313,0.00888500022638403,0.013725599220580243,0.0030887843200222936,0.012007885647990619,0.015767341317149016,0.01546666100343341,0.007539601940513424,0.0014942819955168706,0.003975581959784712,0.0072286643247683,-0.0056980379728376026,0.001444848812637138,-0.022642476749759777,0.004699142886694888,0.01562509333150046,0.006192435179722939,0.0062745428174359776,0.00624885826343829,0.018018666242049498,0.01214247749273418,-0.007614993587460973,0.002474985032125449,0.015134810598971005,0.0023464157375899406,0.000673686426432414,0.011951744807240658,-0.016136402130474445,-0.00881656659092932,0.01631389802789866,0.0035717534108262927,0.01238096938816446,-0.005757622447954717,-0.005757575644764617,0.0074207966362663325,0.022572642994685605,0.005346774489395185,0.0035499770299508393,-0.0021475924778680353,0.01683953557236995,0.0063310444331121955,0.01732440141706402,0.009475974501023785,0.002632824228976512,0.013761956197026654,0.012038614827761869,-0.004726080489902055,0.025662915834135637,-0.0011179161018551795,0.005720460321588622,-0.015439420034782997,-0.0032173638804025304,0.004456710887306061,0.03609147336879409,0.004167526549431038,0.009268517387080092,0.0035011947586834776,0.029908693189670408,0.008908173323135374,0.013490471656377156,0.009724510568564035,-0.006633896983412459,0.008090813030050322,0.02317105172815947,0.010293423290291823,0.010117443480621475,0.00432161518361196,0.02424346913643909,0.017944136932056074,0.014120980508610048,0.010056983381653145,-0.011940017325859779,0.0,0.004405936901673314,0.015172894212279913,0.001186565458436574,-0.005303034778166784,0.016320004427666627,0.009222627312160683,-0.0012546587199069425,0.01764951580213846,0.0051028816777184275,-0.004010419309069918
2010-01-14,-0.00580839181174015,0.001084496592735871,0.008851480114368981,-0.010529253602388943,-0.015955663032079227,0.0057052275025636385,-0.006567167551043586,-0.013725599220580217,0.012495447991935247,0.006518931602504835,0.011961936792612787,0.005164134917928668,-0.0013665031817650768,-0.026143562293821428,-0.0063691066884048715,0.0023978998642885333,0.0028525966645210946,-0.005631409505448871,0.0,-0.007926729423903897,-0.005980928929740751,-0.01074111334892497,0.004160648979128227,-0.011513851025836522,0.0125028608685533,-0.0005887138087514681,-0.0031375532626447236,0.004154689890317681,-0.008666172015946669,0.0,0.009390488134705647,-0.011748172758805726,0.006826097162738845,0.005461327337043658,0.00042211634009207006,-0.007754492775509486,-0.0010992391026017848,0.00469029473579752,0.004690097177977792,-0.003199095141864106,0.0076069662125796715,0.0060249307988298985,0.005890289678024176,0.01584531660119184,0.024506352740311557,0.001998353845854003,0.009894290620708044,-0.009475974501023797,0.0017520002509575883,0.004175628199042621,-0.0005204800000615349,-0.0012930090315222435,0.016763135748715945,0.0009585765572502022,0.008737719448391254,0.009448593135373492,-0.003348402941299866,0.006893665352821138,0.026864716395600757,-0.0019212486253185161,0.019899267339660423,-0.029358821053024994,-0.056612665422910366,-0.006289237310476909,-0.01575665940464432,0.023558768191788315,0.00775638519949229,0.012014938097670132,0.008810896533455067,0.0009745987305439022,-0.0014102341018729812,-0.006799665611471613,0.007244873481442046,0.006191224152688128,-0.002389701876758554,0.0044666978756273635,-0.01703643714827641,0.01528630592237412,-0.012467086585010454,0.02368799109145904,-0.016287220833394463,0.0020923440691499387,0.024781636731056742,0.003436993239832717,-0.020605916385346115,0.014243930556278726,-0.01464990678546546,0.00014362953894802164
2010-01-15,-0.016853094587466484,0.002526131677829612,-0.007214738309790492,-0.0008360762310293431,-0.01906152981663292,-0.023342144557718377,0.0016014421251469586,-0.0016503527607932434,-0.006817612341208659,-0.012093500782019035,-0.03386023574393449,-0.0033167582213196453,-0.007549855310018928,0.0,0.0007985433993133023,0.0007984931323290944,-0.02597500757870164,-0.023669253773201285,-0.015384918839479456,-0.005236447027496225,-0.002402070776760092,-0.013043851027669315,0.000755028130282029,0.0011913863434469723,-0.022290186759116738,-0.0011783845837601988,-0.004030642984297246,-0.012647568203505828,-0.013632461750641445,-0.010008978943651574,-0.013892565786751354,-0.009827990529489438,-0.013698783143250359,-0.013769112790591306,-0.00691577340444946,-0.015691345596658628,0.0013189297877944477,-0.016840337457477202,-0.01684006154879095,-0.019896524875563714,-0.008194311364195126,0.009495607830186478,0.0014083991163797791,-0.004013584687527535,-0.032169120078212605,-0.008329398278966236,-0.022858959349092434,-0.012775683586435379,-0.01481174379675955,-0.005012654674270489,-0.0010411951657278164,0.001297562055849297,0.008295805193771863,-0.005923657715171574,-0.008079934347560722,-0.011296577027122872,-0.0015580493238951411,0.001960222134509932,-0.013088828164377191,-0.026633557958632655,-0.0032349345435314395,0.010739981306240043,-0.0007855954121274686,-0.009274836062002072,-0.029939591069049937,-0.003954025100724169,-0.016711998067884128,-0.008154638592577647,0.0056599387921571044,-0.012418292403494428,0.0004035838397680029,0.0033025658756286724,-0.011961328726994024,-0.006473926245573087,-0.0029947121994505477,-0.018521840739583177,-0.01539100778942561,0.0013961034253466762,-0.008534696213044025,0.012822433982748556,-0.012277669999918136,-0.004350343700409371,-0.028430275950471928,-0.014979077958874598,-0.02071289093489514,-0.03189344635841715,-0.009824494707450379,-0.008214166766230858
2010-01-19,0.04328767175957554,0.01271440585618352,0.021719704261817144,0.029664406275304676,0.006747935668508919,0.01540941680549144,0.022847891604037437,0.003689890929744319,0.013357143534106093,-0.002799021856053674,0.003682595928719903,0.019194433335203532,0.01707714600673087,-0.0003355933913416056,0.008031933421221478,0.022872025010750443,0.03448627642833378,0.013382628790209667,-0.007782140442054963,0.007347984001306866,0.010765478347046721,0.044695065329735224,0.012930035186455765,0.00271782442607521,0.018274093083987055,0.0011783845837601695,0.005663780552530008,0.00784209194496761,0.013309649443464421,0.011180353246149057,0.009208610460373516,0.013691955652109395,0.012848004278964632,0.009239182125719655,0.001132679185303953,0.006064777235901614,0.016558095252312437,0.013052407790114233,0.013052229559986353,0.009937715332814042,0.016611164003258776,0.010792445761769725,0.005147272803342924,0.0177499158118221,0.011947112047583173,0.012162491670770575,-0.009200345466335831,0.009278737892399271,0.002306395581259033,0.04343151875781676,0.019991649585368074,-0.0008643355919769988,0.00796396492734899,0.019084756453437175,0.009166123636785603,0.038865082268033264,0.02077404858466268,-0.001960222134509948,0.028719751026441562,0.025350963427531743,0.0077464986135263566,0.006703402768775917,0.00489553706188718,0.004957345923804325,0.018530299900847518,0.003558847941650638,0.005559816954395211,0.0006420040412220057,0.025830830082474117,0.014689567042199267,0.009427031750591503,0.016147463248106647,0.013234172762395373,0.0014114368904644464,0.009255366934171352,0.023360194213996502,0.01577239549344685,0.020322302982283918,0.008939028259532246,0.04007530634420555,-0.0007628792235263574,0.005153469396050059,-0.005294296383995692,0.0196572629598859,0.021033122804765558,0.007097540451181096,0.0064985869196907695,0.0023124489433984513
2010-01-20,-0.015512331228166455,0.0007113225958374804,-0.005500854192091041,-0.012527371595749277,-0.010318173265931289,-0.005430163253457147,-0.006100057085350316,-0.014444358060968802,0.00046489470614955375,-0.007447154023595884,0.010363070485076335,-0.009276980002314594,0.04728943997823355,-0.011517715034239035,-0.0073179462520301455,-0.007435196555731754,-0.022858579375449165,-0.019388787500830073,-0.007843177461025893,-0.0172721114563765,-0.01740214572660477,0.00023220069767968196,-0.012175743786534615,-0.011602625368189078,-0.017864842608972954,-0.0003539808820309391,-0.0193887127543952,-0.010733172900421252,0.00578812638351018,-0.009406957032374973,-0.011015199397863896,-0.016783103858742963,-0.020637009366290728,-0.021652738878971674,-0.018993679412241428,-0.002421926002212693,-0.00498193197308686,-0.01234564024872453,-0.012345722034641415,0.0055582390128768415,-0.039197747856185954,-0.007647306848307937,-0.011501286826819364,-0.029428603627941655,0.0014243017614288618,-0.003065222612632036,0.0027690756453774075,-0.011370182728412129,-0.016440569109781457,-0.002944501755082725,-0.002557398724806632,-0.013505678187962467,-0.005150304257901497,-0.007431702119576165,-0.009166123636785645,-0.01665623676154814,-0.004710798045554924,-0.002456858031215142,0.010043220116602728,-0.017155491295754097,-0.016534337043347013,-0.018043668191313377,0.0007803761385242412,-0.008223957602958966,-0.004024287629393027,-0.010716091658316993,-0.014597246405438894,-0.006115440276579541,-0.003004534726730132,-0.01363709962770092,-0.01711510155958309,-0.019863386727019396,-0.012374777362654021,-0.026283724137905657,-0.006559477538524846,-0.023493620585773412,-0.014222381848750293,-0.009419587139916991,-0.0069002131729666814,-0.01664819948151787,-0.027700303776062207,-0.01766487624391235,0.02101086986725953,-0.00490698349932996,-0.01679108034284585,-0.016399597642718953,-0.003151031303452627,-0.01806290501279723
